643	2014-02-18	2014-02-17	2014-02-17	1	Sick leave 		Approved
182	2014-02-18	2014-02-17	2014-02-17	1			Approved
546	2014-02-18	2014-02-03	2014-02-04	2	vacation		Approved
546	2014-02-18	2013-01-02	2013-01-04	3	vacation		Approved
586	2014-02-18	2014-02-03	2014-02-10	6			Approved
419	2014-02-18	2014-02-17	2014-02-17	1			Approved
419	2014-02-18	2014-02-26	2014-02-27	2			Approved
508	2014-02-18	2014-02-19	2014-02-19	1	Personal.		Approved
650	2014-02-19	2014-03-25	2014-03-28	4			Approved
667	2014-02-19	2014-02-11	2014-02-11	1			Approved
639	2014-02-19	2014-02-25	2014-02-25	1	Familiy week - Need vacation (wedding anniversary) and preparing for Anay's Birthday (1st March)		Approved
662	2014-02-19	2014-02-17	2014-02-18	2	Health issue		Approved
644	2014-02-20	2014-02-14	2014-02-14	1	Sick Leave		Approved
308	2014-02-20	2014-03-10	2014-03-10	1			Approved
308	2014-02-20	2014-04-21	2014-04-22	2			Approved
600	2014-02-20	2014-02-21	2014-02-21	1			Approved
471	2014-02-20	2014-02-17	2014-02-17	1	On Leave		Approved
471	2014-02-20	2014-02-10	2014-02-14	5	On Leave		Approved
611	2014-02-20	2014-02-19	2014-02-19	1			Approved
611	2014-02-20	2014-02-27	2014-02-27	1			Approved
474	2014-02-20	2014-02-14	2014-02-14	1	to Home		Approved
119	2014-02-20	2014-02-21	2014-02-21	1			Approved
654	2014-02-21	2014-02-10	2014-02-10	1	personal		Pending
253	2014-02-21	2014-02-20	2014-02-20	1	Handle some personal matter.		Approved
519	2014-02-21	2014-02-20	2014-02-20	1	Personal		Approved
653	2014-02-21	2014-02-10	2014-02-10	1	Personal		Approved
667	2014-02-21	2014-02-20	2014-02-20	1			Approved
456	2014-02-21	2014-02-20	2014-02-20	1			Approved
664	2014-02-21	2014-02-24	2014-02-25	2			Approved
464	2014-02-24	2014-02-27	2014-02-28	2	Personal		Approved
344	2014-02-24	2014-02-17	2014-02-17	1			Approved
192	2014-02-25	2014-02-24	2014-02-24	1	Personal		Approved
615	2014-02-25	2014-02-17	2014-02-17	1		Approved	Pending
543	2014-02-25	2014-02-24	2014-02-24	1	Son not feeling well		Approved
541	2014-02-25	2014-02-17	2014-02-17	1	Friend's wedding		Approved
622	2014-02-25	2014-02-24	2014-02-24	1			Approved
408	2014-02-25	2014-02-20	2014-02-24	3			Pending
623	2014-02-25	2014-02-10	2014-02-10	1	Goa Tour		Approved
623	2014-02-25	2014-03-03	2014-03-03	1	Personal		Approved
302	2014-02-25	2014-02-27	2014-02-27	1	personal		Approved
629	2014-02-25	2014-05-05	2014-07-28	61	Maternity Leave		Pending
534	2014-02-25	2014-02-10	2014-02-10	1			Approved
534	2014-02-25	2014-02-24	2014-02-24	1			Approved
656	2014-02-26	2014-02-24	2014-02-25	2			Approved
490	2014-02-26	2014-02-24	2014-02-24	1	Leave taken forsickness		Approved
558	2014-02-26	2014-03-10	2014-03-10	1			Approved
604	2014-02-26	2014-02-25	2014-02-25	1	Casual leave		Approved
493	2014-02-26	2014-02-17	2014-02-24	6			Approved
659	2014-02-26	2014-02-10	2014-02-10	1	went home		Approved
186	2014-02-26	2014-02-05	2014-02-06	2			Approved
